ID,state
14710,Despair
14711,Despair
14712,Tears
14713,Worthlessness
14714,Pain
14715,Despair
14716,Dread
14717,Pain
14718,Anxiety
14719,Stress
14720,Death
14721,Dread
14722,Despair
14723,Tears
14724,Fatigue
14725,Death
14726,Death
14727,Anxiety
14728,Fatigue
14729,Stress
14730,Fatigue
14731,Anxiety
14732,Despair
14733,Fatigue
14734,Pain
14735,Dread
14736,Pain
14737,Anxiety
14738,Tears
14739,Tears
14740,Fatigue
14741,Dread
14742,Death
14743,Despair
14744,Fatigue
14745,Worthlessness
14746,Tears
14747,Fatigue
14748,Fatigue
14749,Tears
14750,Worthlessness
14751,Worthlessness
14752,Tears
14753,Worthlessness
14754,Dread
14755,Despair
14756,Tears
14757,Stress
14758,Nausea
14759,Tears
14760,Anxiety
14761,Fatigue
14762,Anxiety
14763,Death
14764,Dread
14765,Dread
14766,Death
14767,Stress
14768,Nausea
14769,Nausea
14770,Fatigue
14771,Nausea
14772,Anxiety
14773,Pain
14774,Fatigue
14775,Stress
14776,Nausea
14777,Tears
14778,Despair
14779,Fatigue
14780,Anxiety
14781,Tears
14782,Anxiety
14783,Dread
14784,Dread
14785,Stress
14786,Worthlessness
14787,Anxiety
14788,Dread
14789,Pain
14790,Despair
14791,Death
14792,Despair
14793,Nausea
14794,Despair
14795,Dread
14796,Dread
14797,Death
14798,Despair
14799,Nausea
14800,Fatigue
14801,Stress
14802,Tears
14803,Worthlessness
14804,Anxiety
14805,Dread
14806,Worthlessness
14807,Dread
14808,Nausea
14809,Fatigue
14810,Nausea
14811,Dread
14812,Stress
14813,Anxiety
14814,Despair
14815,Anxiety
14816,Dread
14817,Worthlessness
14818,Pain
14819,Fatigue
14820,Fatigue
14821,Tears
14822,Despair
14823,Anxiety
14824,Dread
14825,Despair
14826,Death
14827,Anxiety
14828,Pain
14829,Despair
14830,Tears
14831,Anxiety
14832,Worthlessness
14833,Despair
14834,Despair
14835,Tears
14836,Tears
14837,Worthlessness
14838,Dread
14839,Fatigue
14840,Dread
14841,Despair
14842,Fatigue
14843,Fatigue
14844,Stress
14845,Death
14846,Dread
14847,Anxiety
14848,Despair
14849,Anxiety
14850,Stress
14851,Pain
14852,Stress
14853,Nausea
14854,Fatigue
14855,Anxiety
14856,Anxiety
14857,Anxiety
14858,Anxiety
14859,Nausea
14860,Death
14861,Dread
14862,Worthlessness
14863,Fatigue
14864,Death
14865,Despair
14866,Tears
14867,Dread
14868,Stress
14869,Despair
14870,Nausea
14871,Anxiety
14872,Stress
14873,Pain
14874,Nausea
14875,Worthlessness
14876,Death
14877,Despair
14878,Pain
14879,Anxiety
14880,Nausea
14881,Tears
14882,Death
14883,Death
14884,Dread
14885,Despair
14886,Fatigue
14887,Fatigue
14888,Fatigue
14889,Despair
14890,Tears
14891,Anxiety
14892,Despair
14893,Pain
14894,Tears
14895,Pain
14896,Worthlessness
14897,Nausea
14898,Tears
14899,Worthlessness
14900,Death
14901,Pain
14902,Anxiety
14903,Worthlessness
14904,Worthlessness
14905,Nausea
14906,Stress
14907,Worthlessness
14908,Nausea
14909,Anxiety
14910,Nausea
14911,Stress
14912,Worthlessness
14913,Despair
14914,Anxiety
14915,Fatigue
14916,Pain
14917,Death
14918,Fatigue
14919,Anxiety
14920,Dread
14921,Worthlessness
14922,Pain
14923,Stress
14924,Pain
14925,Anxiety
14926,Tears
14927,Pain
14928,Nausea
14929,Tears
14930,Dread
14931,Dread
14932,Anxiety
14933,Dread
14934,Stress
14935,Death
14936,Stress
14937,Despair
14938,Stress
14939,Nausea
14940,Pain
14941,Pain
14942,Despair
14943,Anxiety
14944,Anxiety
14945,Tears
14946,Fatigue
14947,Worthlessness
14948,Worthlessness
14949,Stress
14950,Nausea
14951,Anxiety
14952,Pain
14953,Worthlessness
14954,Despair
14955,Stress
14956,Stress
14957,Anxiety
14958,Fatigue
14959,Fatigue
14960,Death
14961,Despair
14962,Death
14963,Worthlessness
14964,Nausea
14965,Pain
14966,Fatigue
14967,Anxiety
14968,Fatigue
14969,Fatigue
14970,Fatigue
14971,Dread
14972,Dread
14973,Tears
14974,Despair
14975,Fatigue
14976,Stress
14977,Death
14978,Pain
14979,Pain
14980,Nausea
14981,Nausea
14982,Tears
14983,Anxiety
14984,Anxiety
14985,Death
14986,Worthlessness
14987,Nausea
14988,Anxiety
14989,Tears
14990,Worthlessness
14991,Despair
14992,Dread
14993,Fatigue
14994,Despair
14995,Death
14996,Nausea
14997,Worthlessness
14998,Pain
14999,Anxiety
15000,Worthlessness
15001,Anxiety
15002,Stress
15003,Death
15004,Pain
15005,Anxiety
15006,Fatigue
15007,Fatigue
15008,Nausea
15009,Pain
15010,Death
15011,Tears
15012,Death
15013,Pain
15014,Death
15015,Dread
15016,Pain
15017,Anxiety
15018,Despair
15019,Worthlessness
15020,Worthlessness
15021,Tears
15022,Dread
15023,Stress
15024,Anxiety
15025,Fatigue
15026,Death
15027,Fatigue
15028,Tears
15029,Anxiety
15030,Stress
15031,Tears
15032,Anxiety
15033,Tears
15034,Worthlessness
15035,Tears
15036,Death
15037,Death
15038,Worthlessness
15039,Worthlessness
15040,Worthlessness
15041,Pain
15042,Death
15043,Tears
15044,Stress
15045,Tears
15046,Fatigue
15047,Stress
15048,Despair
15049,Despair
15050,Fatigue
15051,Stress
15052,Death
15053,Fatigue
15054,Stress
15055,Fatigue
15056,Despair
15057,Fatigue
15058,Stress
15059,Pain
15060,Nausea
15061,Tears
15062,Fatigue
15063,Death
15064,Worthlessness
15065,Pain
15066,Fatigue
15067,Stress
15068,Nausea
15069,Anxiety
15070,Despair
15071,Dread
15072,Despair
15073,Tears
15074,Despair
15075,Stress
15076,Death
15077,Worthlessness
15078,Fatigue
15079,Anxiety
15080,Stress
15081,Death
15082,Dread
15083,Anxiety
15084,Nausea
15085,Dread
15086,Dread
15087,Death
15088,Despair
15089,Stress
15090,Dread
15091,Fatigue
15092,Despair
15093,Stress
15094,Pain
15095,Pain
15096,Nausea
15097,Anxiety
15098,Dread
15099,Worthlessness
15100,Despair
15101,Death
15102,Anxiety
15103,Pain
15104,Despair
15105,Stress
15106,Dread
15107,Worthlessness
15108,Fatigue
15109,Despair
15110,Stress
15111,Pain
15112,Fatigue
15113,Worthlessness
15114,Anxiety
15115,Dread
15116,Anxiety
15117,Pain
15118,Worthlessness
15119,Anxiety
15120,Worthlessness
15121,Anxiety
15122,Pain
15123,Tears
15124,Fatigue
15125,Dread
15126,Pain
15127,Dread
15128,Tears
15129,Dread
15130,Pain
15131,Stress
15132,Dread
15133,Fatigue
15134,Fatigue
15135,Stress
15136,Stress
15137,Nausea
15138,Nausea
15139,Pain
15140,Despair
15141,Fatigue
15142,Nausea
15143,Stress
15144,Nausea
15145,Worthlessness
15146,Nausea
15147,Stress
15148,Anxiety
15149,Dread
15150,Death
15151,Worthlessness
15152,Pain
15153,Fatigue
15154,Fatigue
15155,Stress
15156,Death
15157,Stress
15158,Death
15159,Anxiety
15160,Nausea
15161,Nausea
15162,Fatigue
15163,Despair
15164,Pain
15165,Dread
15166,Stress
15167,Tears
15168,Worthlessness
15169,Anxiety
15170,Pain
15171,Anxiety
15172,Stress
15173,Nausea
15174,Worthlessness
15175,Death
15176,Fatigue
15177,Death
15178,Anxiety
15179,Tears
15180,Anxiety
15181,Fatigue
15182,Worthlessness
15183,Pain
15184,Worthlessness
15185,Tears
15186,Despair
15187,Stress
15188,Worthlessness
15189,Pain
15190,Stress
15191,Death
15192,Death
15193,Worthlessness
15194,Worthlessness
15195,Stress
15196,Fatigue
15197,Nausea
15198,Despair
15199,Stress
15200,Tears
15201,Death
15202,Fatigue
15203,Stress
15204,Nausea
15205,Anxiety
15206,Tears
15207,Pain
15208,Worthlessness
15209,Death
15210,Despair
15211,Worthlessness
15212,Death
15213,Tears
15214,Tears
15215,Anxiety
15216,Dread
15217,Pain
15218,Pain
15219,Nausea
15220,Dread
15221,Anxiety
15222,Anxiety
15223,Stress
15224,Dread
15225,Death
15226,Fatigue
15227,Fatigue
15228,Pain
15229,Worthlessness
15230,Tears
15231,Tears
15232,Tears
15233,Pain
15234,Death
15235,Death
15236,Pain
15237,Anxiety
15238,Dread
15239,Fatigue
15240,Nausea
15241,Despair
15242,Nausea
15243,Dread
15244,Pain
15245,Fatigue
15246,Fatigue
15247,Worthlessness
15248,Nausea
15249,Death
15250,Anxiety
15251,Nausea
15252,Nausea
15253,Dread
15254,Fatigue
15255,Anxiety
15256,Anxiety
15257,Nausea
15258,Tears
15259,Worthlessness
15260,Stress
15261,Death
15262,Stress
15263,Pain
15264,Fatigue
15265,Death
15266,Despair
15267,Nausea
15268,Dread
15269,Fatigue
15270,Worthlessness
15271,Despair
15272,Dread
15273,Dread
15274,Nausea
15275,Anxiety
15276,Nausea
15277,Anxiety
15278,Death
15279,Fatigue
15280,Despair
15281,Fatigue
15282,Despair
15283,Pain
15284,Tears
15285,Worthlessness
15286,Despair
15287,Nausea
15288,Pain
15289,Fatigue
15290,Nausea
15291,Nausea
15292,Tears
15293,Anxiety
15294,Fatigue
15295,Despair
15296,Nausea
15297,Nausea
15298,Nausea
15299,Dread
15300,Tears
15301,Stress
15302,Nausea
15303,Tears
15304,Despair
15305,Pain
15306,Despair
15307,Stress
15308,Fatigue
15309,Fatigue
15310,Tears
15311,Fatigue
15312,Despair
15313,Dread
15314,Worthlessness
15315,Dread
15316,Stress
15317,Worthlessness
15318,Dread
15319,Nausea
15320,Pain
15321,Worthlessness
15322,Fatigue
15323,Worthlessness
15324,Despair
15325,Tears
15326,Despair
15327,Dread
15328,Despair
15329,Dread
15330,Pain
15331,Pain
15332,Stress
15333,Worthlessness
15334,Nausea
15335,Pain
15336,Despair
15337,Anxiety
15338,Tears
15339,Pain
15340,Nausea
15341,Pain
15342,Nausea
15343,Tears
15344,Death
15345,Pain
15346,Anxiety
15347,Fatigue
15348,Despair
15349,Despair
15350,Despair
15351,Fatigue
15352,Fatigue
15353,Fatigue
15354,Anxiety
15355,Pain
15356,Despair
15357,Stress
15358,Tears
15359,Nausea
15360,Stress
15361,Anxiety
15362,Dread
15363,Pain
15364,Fatigue
15365,Tears
15366,Tears
15367,Worthlessness
15368,Stress
15369,Despair
15370,Fatigue
15371,Stress
15372,Fatigue
15373,Pain
15374,Nausea
15375,Anxiety
15376,Dread
15377,Stress
15378,Death
15379,Death
15380,Stress
15381,Dread
15382,Tears
15383,Anxiety
15384,Stress
15385,Death
15386,Tears
15387,Worthlessness
15388,Tears
15389,Stress
15390,Death
15391,Anxiety
15392,Despair
15393,Anxiety
15394,Death
15395,Fatigue
15396,Worthlessness
15397,Worthlessness
15398,Pain
15399,Stress
15400,Dread
15401,Fatigue
15402,Fatigue
15403,Despair
15404,Despair
15405,Tears
15406,Tears
15407,Despair
15408,Worthlessness
15409,Pain
15410,Dread
15411,Nausea
15412,Anxiety
15413,Tears
15414,Anxiety
15415,Pain
15416,Worthlessness
15417,Fatigue
15418,Dread
15419,Worthlessness
15420,Worthlessness
15421,Dread
15422,Worthlessness
15423,Tears
15424,Despair
15425,Anxiety
15426,Despair
15427,Tears
15428,Anxiety
15429,Tears
15430,Despair
15431,Stress
15432,Despair
15433,Nausea
15434,Anxiety
15435,Nausea
15436,Dread
15437,Worthlessness
15438,Death
15439,Worthlessness
15440,Fatigue
15441,Worthlessness
15442,Death
15443,Pain
15444,Fatigue
15445,Anxiety
15446,Fatigue
15447,Stress
15448,Despair
15449,Stress
15450,Nausea
15451,Fatigue
15452,Dread
15453,Fatigue
15454,Dread
15455,Fatigue
15456,Worthlessness
15457,Dread
15458,Pain
15459,Fatigue
15460,Pain
15461,Worthlessness
15462,Anxiety
15463,Fatigue
15464,Fatigue
15465,Dread
15466,Anxiety
15467,Stress
15468,Nausea
15469,Dread
15470,Despair
15471,Dread
15472,Anxiety
15473,Despair
15474,Despair
15475,Dread
15476,Dread
15477,Tears
15478,Stress
15479,Despair
15480,Death
15481,Tears
15482,Tears
15483,Tears
15484,Death
15485,Dread
15486,Pain
15487,Pain
15488,Death
15489,Despair
15490,Pain
15491,Dread
15492,Nausea
15493,Worthlessness
15494,Dread
15495,Pain
15496,Nausea
15497,Stress
15498,Fatigue
15499,Tears
15500,Fatigue
15501,Tears
15502,Dread
15503,Pain
15504,Pain
15505,Fatigue
15506,Tears
15507,Fatigue
15508,Anxiety
15509,Fatigue
15510,Stress
15511,Despair
15512,Nausea
15513,Tears
15514,Dread
15515,Death
15516,Nausea
15517,Stress
15518,Worthlessness
15519,Tears
15520,Dread
15521,Nausea
15522,Tears
15523,Tears
15524,Despair
15525,Despair
15526,Death
15527,Anxiety
15528,Despair
15529,Pain
15530,Dread
15531,Despair
15532,Despair
15533,Anxiety
15534,Dread
15535,Stress
15536,Dread
15537,Dread
15538,Despair
15539,Tears
15540,Pain
15541,Pain
15542,Pain
15543,Death
15544,Stress
15545,Tears
15546,Dread
15547,Dread
15548,Pain
15549,Stress
15550,Worthlessness
15551,Nausea
15552,Anxiety
15553,Stress
15554,Fatigue
15555,Fatigue
15556,Worthlessness
15557,Anxiety
15558,Despair
15559,Tears
15560,Worthlessness
15561,Fatigue
15562,Stress
15563,Pain
15564,Anxiety
15565,Fatigue
15566,Stress
15567,Tears
15568,Death
15569,Dread
15570,Nausea
15571,Tears
15572,Dread
15573,Stress
15574,Worthlessness
15575,Anxiety
15576,Stress
15577,Anxiety
15578,Worthlessness
15579,Tears
15580,Anxiety
15581,Despair
15582,Worthlessness
15583,Stress
15584,Tears
15585,Death
15586,Dread
15587,Fatigue
15588,Tears
15589,Death
15590,Dread
15591,Despair
15592,Death
15593,Nausea
15594,Fatigue
15595,Fatigue
15596,Fatigue
15597,Death
15598,Despair
15599,Tears
15600,Dread
15601,Stress
15602,Nausea
15603,Worthlessness
15604,Pain
15605,Stress
15606,Stress
15607,Worthlessness
15608,Pain
15609,Tears
15610,Despair
15611,Dread
15612,Dread
15613,Tears
15614,Pain
15615,Despair
15616,Stress
15617,Fatigue
15618,Fatigue
15619,Worthlessness
15620,Worthlessness
15621,Death
15622,Despair
15623,Tears
15624,Despair
15625,Fatigue
15626,Anxiety
15627,Tears
15628,Stress
15629,Pain
15630,Worthlessness
15631,Despair
15632,Pain
15633,Worthlessness
15634,Dread
15635,Pain
15636,Despair
15637,Pain
15638,Fatigue
15639,Worthlessness
15640,Dread
15641,Worthlessness
15642,Anxiety
15643,Fatigue
15644,Anxiety
15645,Fatigue
15646,Anxiety
15647,Anxiety
15648,Pain
15649,Tears
15650,Fatigue
15651,Nausea
15652,Anxiety
15653,Death
15654,Tears
15655,Stress
15656,Tears
15657,Nausea
15658,Fatigue
15659,Stress
15660,Stress
15661,Anxiety
15662,Fatigue
15663,Dread
15664,Anxiety
15665,Worthlessness
15666,Despair
15667,Stress
15668,Death
15669,Death
15670,Fatigue
15671,Tears
15672,Stress
15673,Fatigue
15674,Pain
15675,Anxiety
15676,Nausea
15677,Fatigue
15678,Death
15679,Pain
15680,Pain
15681,Worthlessness
15682,Dread
15683,Death
15684,Pain
15685,Fatigue
15686,Anxiety
15687,Worthlessness
15688,Death
15689,Nausea
15690,Dread
15691,Pain
15692,Fatigue
15693,Worthlessness
15694,Tears
15695,Despair
15696,Despair
15697,Nausea
15698,Fatigue
15699,Death
15700,Tears
15701,Anxiety
15702,Despair
15703,Worthlessness
15704,Stress
15705,Worthlessness
15706,Tears
15707,Anxiety
15708,Despair
15709,Despair
15710,Anxiety
15711,Anxiety
15712,Pain
15713,Stress
15714,Stress
15715,Anxiety
15716,Death
15717,Despair
15718,Worthlessness
15719,Despair
15720,Anxiety
15721,Worthlessness
15722,Despair
15723,Death
15724,Despair
15725,Anxiety
15726,Fatigue
15727,Pain
15728,Dread
15729,Nausea
15730,Fatigue
15731,Stress
15732,Despair
15733,Despair
15734,Anxiety
15735,Worthlessness
15736,Anxiety
15737,Worthlessness
15738,Tears
15739,Tears
15740,Anxiety
15741,Fatigue
15742,Fatigue
15743,Nausea
15744,Dread
15745,Death
15746,Dread
15747,Death
15748,Fatigue
15749,Fatigue
15750,Death
15751,Anxiety
15752,Worthlessness
15753,Pain
15754,Dread
15755,Despair
15756,Stress
15757,Stress
15758,Dread
15759,Despair
15760,Fatigue
15761,Dread
15762,Tears
15763,Dread
15764,Pain
15765,Despair
15766,Despair
15767,Pain
15768,Worthlessness
15769,Despair
15770,Despair
15771,Tears
15772,Death
15773,Despair
15774,Despair
15775,Despair
15776,Anxiety
15777,Dread
15778,Pain
15779,Death
15780,Worthlessness
15781,Dread
15782,Anxiety
15783,Nausea
15784,Death
15785,Death
15786,Nausea
15787,Fatigue
15788,Anxiety
15789,Stress
15790,Despair
15791,Death
15792,Worthlessness
15793,Anxiety
15794,Fatigue
15795,Worthlessness
15796,Death
15797,Pain
15798,Dread
15799,Despair
